"osm_id","type","population"
488790782,"residential",2
488790783,"residential",0
488790784,"residential",1
488790785,"residential",0
488790787,"residential",1
488790788,"residential",0
488790789,"residential",1
488790790,"residential",1
488790791,"residential",0
488790792,"residential",0
488790793,"residential",0
488790794,"residential",1
488790795,"residential",0
488790796,"residential",0
488790797,"residential",0
488790798,"residential",3
488790799,"residential",0
488790800,"residential",2
673042968,"residential",6
488790802,"residential",0
488790803,"residential",0
488790804,"residential",1
488790805,"residential",1
488790806,"residential",3
488790807,"residential",0
488790808,"residential",0
493547302,"residential",0
493547312,"residential",2
493547315,"residential",2
493547348,"residential",1
493547349,"residential",3
493547350,"residential",0
493547351,"residential",1
493547352,"residential",0
493547353,"residential",2
493547354,"residential",1
493547355,"residential",0
493547356,"residential",1
493547357,"residential",1
493547358,"residential",0
493547359,"residential",1
493547360,"residential",0
493547362,"residential",0
493547372,"residential",2
493547373,"residential",0
493547374,"residential",3
493547375,"residential",0
493547376,"residential",0
493547377,"residential",1
493547378,"residential",0
493547379,"residential",3
493547380,"residential",2
493547381,"residential",1
493547382,"residential",2
493547384,"residential",2
493547391,"residential",2
493547392,"residential",1
493547393,"residential",1
493547394,"residential",1
493547395,"residential",2
493547396,"residential",2
493547397,"residential",1
493547398,"residential",3
488493127,"residential",2
493547303,"residential",6
493547347,"residential",6
525496258,"residential",0
525496259,"residential",3
525496260,"residential",2
525496261,"residential",0
525496262,"residential",1
525496263,"residential",3
525496264,"residential",5
525496265,"residential",0
525496266,"residential",2
525496267,"residential",1
525496268,"residential",0
525496269,"residential",0
525496270,"residential",3
525496272,"residential",1
525701748,"residential",0
673042969,"residential",4
673042972,"residential",2
525701749,"residential",0
525701750,"residential",0
525701751,"residential",0
525701752,"residential",0
525701753,"residential",0
525701754,"residential",1
525701756,"residential",3
525701757,"residential",4
525701758,"residential",2
525701759,"residential",0
525701760,"residential",0
525701761,"residential",0
525701762,"residential",3
525701764,"residential",1
525701765,"residential",2
525701766,"residential",2
525701767,"residential",1
525701768,"residential",1
525701769,"residential",0
525701770,"residential",0
525701771,"residential",0
525701772,"residential",0
525701773,"residential",1
525701774,"residential",1
525701775,"residential",1
525701776,"residential",0
525701777,"residential",0
525701778,"residential",3
525701779,"residential",1
525701780,"residential",0
525701781,"residential",0
525701782,"residential",0
525701783,"residential",0
525701784,"residential",1
525701785,"residential",1
525701786,"residential",0
525701787,"residential",0
525701788,"residential",0
525701789,"residential",0
525701790,"residential",2
525701791,"residential",1
525701792,"residential",1
525701793,"residential",0
525701794,"residential",1
525701795,"residential",1
525701796,"residential",0
525701797,"residential",1
525701799,"residential",8
525701800,"residential",1
525701801,"residential",1
525701802,"residential",2
525701803,"residential",1
525701804,"residential",1
525701805,"residential",0
525701806,"residential",1
525701807,"residential",0
525701808,"residential",0
525701809,"residential",0
525701811,"residential",1
525701829,"residential",0
525701830,"residential",5
525701831,"residential",0
525701832,"residential",0
525701833,"residential",2
525701834,"residential",1
525701835,"residential",2
525701836,"residential",4
525701837,"residential",0
525701838,"residential",1
525701839,"residential",1
525701840,"residential",1
525701841,"residential",1
525701842,"residential",0
525701843,"residential",0
525701844,"residential",1
525701845,"residential",0
525701846,"residential",1
525701847,"residential",1
525701848,"residential",1
525701849,"residential",1
525701850,"residential",2
525701851,"residential",1
525701854,"residential",1
525701855,"residential",3
525701856,"residential",3
525748624,"residential",1
525748625,"residential",4
525748626,"residential",0
525748627,"residential",1
525748628,"residential",0
525748629,"residential",1
525748630,"residential",2
525748631,"residential",0
525748632,"residential",1
525748633,"residential",1
525748652,"residential",0
525496186,"residential",3
525496199,"residential",1
525496200,"residential",4
525496201,"residential",1
525496202,"residential",3
525496203,"residential",3
525496204,"residential",8
525496205,"residential",1
525496206,"residential",5
525496207,"residential",1
525496208,"residential",3
525496209,"residential",1
525496210,"residential",5
525496211,"residential",1
525701798,"residential",3
525701810,"residential",1
525701812,"residential",1
525701813,"residential",1
525701814,"residential",1
525701815,"residential",1
525701817,"residential",1
525701818,"residential",1
525701819,"residential",1
525701820,"residential",4
525701821,"residential",0
525701822,"residential",1
525701823,"residential",1
525701824,"residential",2
525701825,"residential",0
525701826,"residential",2
525701827,"residential",3
525701828,"residential",1
525748607,"residential",2
525748608,"residential",2
525748609,"residential",4
525748610,"residential",0
525748612,"residential",1
525748613,"residential",1
525748614,"residential",0
525748615,"residential",0
525748616,"residential",0
525748617,"residential",0
525748618,"residential",0
525748619,"residential",0
525748620,"residential",0
525748621,"residential",0
525748622,"residential",0
525748623,"residential",2
525748634,"residential",1
525748635,"residential",1
525748636,"residential",0
525748637,"residential",1
525748638,"residential",0
525748639,"residential",0
525748640,"residential",0
525748641,"residential",1
525748642,"residential",2
525748643,"residential",0
525748644,"residential",1
525748645,"residential",0
525748646,"residential",0
525748647,"residential",0
525748648,"residential",0
525748649,"residential",3
525748650,"residential",2
526040872,"residential",0
526040873,"residential",2
526040874,"residential",0
526040875,"residential",2
526040876,"residential",0
526040877,"residential",0
526040878,"residential",3
526040879,"residential",3
526040880,"residential",3
526040881,"residential",3
526040882,"residential",0
526040884,"residential",3
526040885,"residential",2
526040886,"residential",1
526040887,"residential",3
526040888,"residential",0
526040889,"residential",2
526040890,"residential",2
526040891,"residential",0
526040892,"residential",0
526040893,"residential",2
526040894,"residential",1
526040895,"residential",0
526040896,"residential",4
526040898,"residential",0
526040899,"residential",2
526040900,"residential",2
526040901,"residential",3
526040902,"residential",1
526040903,"residential",1
526040904,"residential",2
526040905,"residential",2
526040906,"residential",0
526040907,"residential",0
526040908,"residential",0
526040909,"residential",1
526040910,"residential",3
526040911,"residential",0
526040912,"residential",1
526040913,"residential",1
526040914,"residential",0
526040915,"residential",3
526040916,"residential",4
526040917,"residential",1
526040918,"residential",3
526040919,"residential",0
526040920,"residential",3
526040921,"residential",0
526040922,"residential",0
126992249,"residential",1
526040923,"residential",3
526040924,"residential",1
526040925,"residential",0
526040926,"residential",0
526040927,"residential",2
326685420,"residential",1
526040928,"residential",0
526040929,"residential",0
526040930,"residential",1
526040931,"residential",0
526040932,"residential",0
526040933,"residential",2
526040934,"residential",1
526040935,"residential",2
526040936,"residential",0
526040937,"residential",0
526040938,"residential",0
326685419,"residential",4
326685861,"residential",5
526040939,"residential",2
526040940,"residential",0
92469481,"residential",3
326685862,"residential",0
526040941,"residential",3
526337179,"residential",0
526337181,"residential",0
526337183,"residential",0
482187873,"residential",2
482187875,"residential",2
482187876,"residential",3
482187877,"residential",0
482187878,"residential",0
482187879,"residential",1
482187880,"residential",1
482187881,"residential",2
482187882,"residential",1
482187883,"residential",2
482187884,"residential",3
483520273,"residential",0
483520276,"residential",3
317907208,"residential",1
483520278,"residential",0
483520279,"residential",2
483520281,"residential",0
483520282,"residential",0
483520283,"residential",0
483520285,"residential",2
483520286,"residential",0
483520288,"residential",1
483520292,"residential",0
526337185,"residential",0
526337308,"residential",3
526337310,"residential",0
526337311,"residential",0
526337312,"residential",0
317907239,"residential",1
526337313,"residential",0
526337314,"residential",0
526337315,"residential",0
526337316,"residential",2
526337317,"residential",3
526337318,"residential",0
526337319,"residential",2
526337320,"residential",2
526337321,"residential",2
526337322,"residential",2
526337323,"residential",2
526337324,"residential",0
526337325,"residential",2
526337326,"residential",2
526337327,"residential",2
526337328,"residential",1
526337329,"residential",3
526337330,"residential",1
526337331,"residential",4
526337332,"residential",0
526337333,"residential",3
526337334,"residential",0
526337335,"residential",4
526337336,"residential",0
526337337,"residential",0
526337338,"residential",0
526337339,"residential",1
526337340,"residential",0
526337341,"residential",0
526337342,"residential",0
526337343,"residential",0
526337344,"residential",1
526337345,"residential",1
526337346,"residential",1
526337347,"residential",0
526337348,"residential",2
526337349,"residential",0
526337350,"residential",0
526337351,"residential",2
526337352,"residential",0
526337353,"residential",0
526337354,"residential",2
526337355,"residential",0
526337356,"residential",1
526337357,"residential",0
526337358,"residential",0
526337359,"residential",2
526337360,"residential",0
526337361,"residential",0
526337362,"residential",0
526337363,"residential",2
526337364,"residential",2
526337365,"residential",0
526337366,"residential",1
526337367,"residential",2
526337368,"residential",0
526337369,"residential",0
526337370,"residential",0
526624515,"residential",2
526624516,"residential",4
526624517,"residential",2
526624519,"residential",2
526624522,"residential",2
526624534,"residential",1
526624535,"residential",2
526624536,"residential",2
526624537,"residential",0
526624538,"residential",3
526624539,"residential",1
526624543,"residential",0
526624544,"residential",0
526624545,"residential",0
526624546,"residential",0
526624547,"residential",2
526624548,"residential",2
526624549,"residential",1
526624550,"residential",1
526624551,"residential",1
526624552,"residential",0
526624553,"residential",0
526624554,"residential",1
526624555,"residential",3
526624556,"residential",2
526624557,"residential",3
526624558,"residential",0
526624559,"residential",0
526624560,"residential",0
526624561,"residential",0
526624562,"residential",3
526624563,"residential",2
525748651,"residential",5
525496176,"residential",0
525496177,"residential",0
525496180,"residential",0
525496181,"residential",0
525496182,"residential",1
525496183,"residential",1
527411768,"residential",19
527411776,"residential",16
527411777,"residential",11
527411775,"residential",11
673042973,"residential",4
673042974,"residential",4
673042975,"residential",4
673042976,"residential",5
673042977,"residential",6
673042978,"residential",1
673042979,"residential",4
673042981,"residential",2
673042982,"residential",2
673042985,"residential",4
673042986,"residential",4
673042987,"residential",4
673042989,"residential",2
673042991,"residential",4
673042994,"residential",4
673042996,"residential",4
673042997,"residential",4
673042998,"residential",2
673042999,"residential",2
673043000,"residential",2
673043001,"residential",2
673043002,"residential",4
673043005,"residential",2
673043026,"residential",4
673043049,"residential",2
538136296,"residential",1
673043053,"residential",0
673043054,"residential",1
673043055,"residential",2
673043056,"residential",0
673043057,"residential",0
673043058,"residential",1
673043059,"residential",0
673043060,"residential",0
673043061,"residential",1
673043062,"residential",1
337526431,"residential",2
673043063,"residential",0
845945148,"residential",0
331181284,"residential",10
331181983,"residential",8
331180085,"residential",3
331180314,"residential",5
331180357,"residential",3
331181325,"residential",3
331181340,"residential",5
331181432,"residential",3
331181450,"residential",3
331182070,"residential",12
331182109,"residential",3
331182141,"residential",3
331182225,"residential",5
331182229,"residential",5
331182269,"residential",3
331182350,"residential",8
331182401,"residential",5
331182407,"residential",5
331182409,"residential",3
331182924,"residential",5
331183227,"residential",7
331183229,"residential",3
331183233,"residential",5
331183251,"residential",7
331183389,"residential",7
331183391,"residential",5
331183401,"residential",5
337335272,"residential",5
337335273,"residential",3
337337127,"residential",3
337337130,"residential",3
671767675,"residential",4
337337133,"residential",7
337337136,"residential",5
673044692,"residential",5
337337138,"residential",5
673043065,"residential",1
673043066,"residential",1
673043067,"residential",1
673044674,"residential",2
337337141,"residential",5
337337144,"residential",7
337337147,"residential",5
337337149,"residential",3
337339303,"residential",2
337339304,"residential",3
337339305,"residential",8
337339306,"residential",8
337339307,"residential",5
337339590,"residential",8
337339591,"residential",7
337339592,"residential",7
337339593,"residential",7
672824189,"residential",5
337339594,"residential",10
337339595,"residential",10
337525956,"residential",8
337526746,"residential",2
337528733,"residential",3
337528951,"residential",2
337528952,"residential",2
337528953,"residential",3
348502430,"residential",3
348502431,"residential",3
348502432,"residential",3
348502433,"residential",2
539210104,"residential",5
539210105,"residential",3
539210106,"residential",5
539210107,"residential",5
331181504,"residential",5
331183282,"residential",8
337334334,"residential",8
337334444,"residential",7
337335270,"residential",5
337339308,"residential",7
673044693,"residential",5
337339596,"residential",12
337339597,"residential",8
337339598,"residential",10
317906400,"residential",0
673037053,"residential",4
337523531,"residential",12
337523532,"residential",10
337523533,"residential",12
337523534,"residential",12
337523535,"residential",12
337523536,"residential",12
337525952,"residential",12
337525953,"residential",12
337525954,"residential",12
337525955,"residential",12
337526836,"residential",8
337526837,"residential",14
348502434,"residential",5
348503262,"residential",5
348503264,"residential",3
348503267,"residential",2
348503268,"residential",2
348503270,"residential",5
348503272,"residential",3
348503274,"residential",3
348503275,"residential",2
360977007,"residential",5
360977008,"residential",5
360977009,"residential",5
360977010,"residential",3
360977011,"residential",3
673037054,"residential",4
673044681,"residential",2
673044684,"residential",2
673044687,"residential",5
673044688,"residential",2
673044689,"residential",4
673044690,"residential",4
673044691,"residential",2
100655988,"residential",2
100655999,"residential",8
100656000,"residential",8
100656005,"residential",5
360977012,"residential",5
360977013,"residential",3
360977014,"residential",5
360977015,"residential",5
360977016,"residential",5
360977017,"residential",5
337527999,"residential",5
331183378,"residential",8
326680607,"residential",7
326680876,"residential",8
326681395,"residential",7
845945158,"residential",10
256676037,"residential",5
256676977,"residential",3
256677008,"residential",3
256681343,"residential",8
673044694,"residential",1
331179923,"residential",19
327409014,"residential",3
255531285,"residential",8
255531286,"residential",8
255531287,"residential",8
255531422,"residential",8
255531423,"residential",8
255539187,"residential",8
255539313,"residential",8
255539486,"residential",8
671767676,"residential",4
671767677,"residential",5
255539494,"residential",8
327382342,"residential",12
305939767,"residential",3
255539518,"residential",8
255539539,"residential",8
326678109,"residential",7
326678125,"residential",7
327408094,"residential",3
327408097,"residential",2
327408100,"residential",3
327408103,"residential",3
327408106,"residential",3
327409010,"residential",2
327409013,"residential",2
327409015,"residential",3
327410323,"residential",3
327410324,"residential",3
327410325,"residential",5
327410328,"residential",5
327410807,"residential",5
327410808,"residential",3
327410809,"residential",5
327410810,"residential",5
327411708,"residential",5
327411709,"residential",5
327411710,"residential",3
327411711,"residential",3
327411712,"residential",3
327411713,"residential",3
327411714,"residential",3
327411715,"residential",3
327411716,"residential",5
327411717,"residential",3
327411718,"residential",7
327411719,"residential",5
327411720,"residential",3
327411721,"residential",3
317917148,"residential",14
317917171,"residential",14
326678375,"residential",12
326678477,"residential",14
326679698,"residential",17
326680486,"residential",16
326680533,"residential",19
256676845,"residential",12
256676883,"residential",16
256680245,"residential",12
256680263,"residential",12
256680414,"residential",14
256680489,"residential",12
256680540,"residential",8
256680562,"residential",12
672824190,"residential",0
217907977,"residential",4
256680581,"residential",12
256680611,"residential",12
673044702,"residential",2
256680655,"residential",8
256680686,"residential",10
256680713,"residential",8
256681134,"residential",10
256681170,"residential",12
256681401,"residential",12
317916362,"residential",16
317916480,"residential",12
317916503,"residential",16
317916525,"residential",12
317916775,"residential",12
317916776,"residential",12
317916777,"residential",12
317916956,"residential",10
317916957,"residential",10
317917035,"residential",16
326680534,"residential",19
326680585,"residential",19
326680633,"residential",19
326680634,"residential",12
326680635,"residential",12
326680748,"residential",14
326680749,"residential",12
326680750,"residential",12
326680751,"residential",10
326680872,"residential",17
326680873,"residential",16
673044696,"residential",1
326680875,"residential",17
326680877,"residential",14
326680878,"residential",12
326681364,"residential",12
326681365,"residential",10
326681366,"residential",10
673044697,"residential",2
673044698,"residential",2
326681367,"residential",10
326681368,"residential",10
326681369,"residential",10
326681370,"residential",10
326681371,"residential",8
326681372,"residential",8
326681373,"residential",10
326681374,"residential",10
326681375,"residential",12
326681376,"residential",10
326681519,"residential",8
326681520,"residential",8
326681521,"residential",8
326681522,"residential",12
326681523,"residential",12
326681524,"residential",14
326682614,"residential",8
326682615,"residential",8
326682616,"residential",16
326682617,"residential",16
326682618,"residential",17
326682619,"residential",17
326682620,"residential",17
326682621,"residential",17
327363958,"residential",12
327363959,"residential",10
327364305,"residential",14
327364306,"residential",16
327364307,"residential",12
327364308,"residential",12
327364309,"residential",12
327364310,"residential",12
327364311,"residential",12
327364312,"residential",12
327364313,"residential",17
327364314,"residential",14
327364315,"residential",16
327364678,"residential",14
327364679,"residential",14
327382341,"residential",12
327382343,"residential",17
327382345,"residential",12
327383044,"residential",8
327383045,"residential",12
327383046,"residential",8
327383047,"residential",5
331179959,"residential",12
331179962,"residential",12
237914347,"residential",1
331179970,"residential",12
100655995,"residential",7
100655986,"residential",9
100655992,"residential",5
237914354,"residential",1
61453479,"residential",1
319681904,"residential",0
319681906,"residential",1
319681908,"residential",0
319681909,"residential",1
331179975,"residential",12
326677927,"residential",3
331179989,"residential",17
317917030,"residential",5
326678134,"residential",3
326682699,"residential",5
326682700,"residential",5
326682701,"residential",8
337744211,"residential",5
255529212,"residential",7
184820520,"residential",7
255528190,"residential",3
255528191,"residential",3
255529214,"residential",3
300647671,"residential",7
300648094,"residential",5
326677494,"residential",3
326677893,"residential",8
207348374,"residential",1
673043045,"residential",2
673044699,"residential",1
673044700,"residential",2
673044701,"residential",2
673044703,"residential",6
673044704,"residential",4
673044705,"residential",2
673044706,"residential",4
673044707,"residential",4
673044708,"residential",2
673044709,"residential",2
673044710,"residential",4
673044711,"residential",2
673044712,"residential",0
673044713,"residential",1
673044715,"residential",0
673044716,"residential",1
673044717,"residential",4
673044718,"residential",2
305939795,"residential",16
305939806,"residential",16
305939851,"residential",5
305940130,"residential",3
305940149,"residential",5
305940154,"residential",7
255518422,"residential",2
255529210,"residential",2
300648234,"residential",8
200313010,"residential",0
200313014,"residential",2
256675648,"residential",5
672824148,"residential",5
672832081,"residential",8
342673825,"residential",12
348500804,"residential",8
237914355,"residential",1
256675411,"residential",5
256675437,"residential",8
256675540,"residential",8
256675592,"residential",5
256675641,"residential",7
672824191,"residential",2
256675642,"residential",5
342673901,"residential",3
361506435,"residential",3
256675626,"residential",2
85445827,"residential",5
85445839,"residential",16
342673407,"residential",2
342674500,"residential",7
342674570,"residential",3
342674592,"residential",3
342674674,"residential",3
342674675,"residential",5
342674676,"residential",5
583917470,"residential",3
317906780,"residential",0
583917471,"residential",5
583917472,"residential",3
583917473,"residential",3
583917474,"residential",3
100656002,"residential",8
583917475,"residential",2
583917476,"residential",3
583917477,"residential",2
672824163,"residential",2
672824164,"residential",3
672824165,"residential",8
672824166,"residential",5
672824167,"residential",10
672824168,"residential",8
672824169,"residential",5
672824170,"residential",8
672824171,"residential",8
672824172,"residential",7
672824173,"residential",10
672824175,"residential",3
672824176,"residential",7
672824177,"residential",2
672824178,"residential",0
672824179,"residential",3
672824180,"residential",5
672824181,"residential",5
672824182,"residential",2
672824183,"residential",5
672824184,"residential",2
672824185,"residential",2
672824186,"residential",2
672824187,"residential",8
672824192,"residential",5
672824193,"residential",5
672824194,"residential",5
672824195,"residential",3
672824196,"residential",3
672824198,"residential",3
538403842,"residential",4
672824199,"residential",5
672824200,"residential",3
672824201,"residential",2
672824202,"residential",3
672824203,"residential",8
672824204,"residential",7
672824205,"residential",10
488790846,"residential",0
672824206,"residential",10
672824207,"residential",3
672824231,"residential",3
672824232,"residential",8
672824233,"residential",8
672824234,"residential",8
672824235,"residential",2
672824236,"residential",5
672824237,"residential",3
672824238,"residential",3
672824239,"residential",3
672824241,"residential",3
672824242,"residential",2
672824243,"residential",3
672824244,"residential",2
672824245,"residential",0
672824246,"residential",2
672824247,"residential",2
672824248,"residential",2
672824249,"residential",0
672824250,"residential",0
672824251,"residential",3
672824252,"residential",0
672824253,"residential",3
672824254,"residential",5
845945156,"residential",0
342673743,"residential",7
342673772,"residential",5
342673777,"residential",7
360980299,"residential",5
360980300,"residential",10
361373424,"residential",12
361376611,"residential",5
361376612,"residential",5
361376613,"residential",3
361376614,"residential",3
337745898,"residential",7
337746016,"residential",5
337746017,"residential",3
337746018,"residential",3
337746019,"residential",5
342673686,"residential",5
342674711,"residential",3
361506444,"residential",3
361506445,"residential",5
361506446,"residential",3
361506447,"residential",5
360980277,"residential",5
360980278,"residential",7
360980279,"residential",3
360980280,"residential",5
360980281,"residential",8
360980282,"residential",3
360980283,"residential",7
360980284,"residential",3
360980285,"residential",8
360980286,"residential",2
360980287,"residential",3
360980288,"residential",5
360980289,"residential",3
360980290,"residential",8
360980291,"residential",5
360980292,"residential",5
360980293,"residential",3
360980294,"residential",5
360980295,"residential",3
360980296,"residential",5
360980297,"residential",3
360980298,"residential",2
360980301,"residential",3
360980302,"residential",2
360980303,"residential",3
360980304,"residential",3
360980305,"residential",3
360980306,"residential",3
360980308,"residential",8
360980309,"residential",7
361371988,"residential",3
361371989,"residential",5
361371990,"residential",3
673044719,"residential",4
673044720,"residential",1
361371991,"residential",5
361371992,"residential",7
488493162,"residential",0
361371993,"residential",7
361371994,"residential",5
361371996,"residential",5
361372833,"residential",7
361372834,"residential",5
361372835,"residential",7
361372836,"residential",7
361372837,"residential",7
361373425,"residential",7
361373426,"residential",5
361373427,"residential",3
673044771,"residential",8
673036903,"residential",0
673044722,"residential",4
673044723,"residential",2
673044724,"residential",1
673044725,"residential",1
673044726,"residential",1
673044727,"residential",2
673044728,"residential",1
673044729,"residential",1
673044730,"residential",2
673044731,"residential",2
673044732,"residential",4
673044733,"residential",4
673044734,"residential",4
673044748,"residential",4
673044749,"residential",2
673044750,"residential",2
673044751,"residential",4
673044752,"residential",4
673044754,"residential",5
673044755,"residential",5
673044757,"residential",6
673044758,"residential",1
673044759,"residential",2
673044760,"residential",4
673044761,"residential",6
673044763,"residential",2
673044765,"residential",4
673044767,"residential",6
673044768,"residential",6
673044770,"residential",5
361373428,"residential",3
361373429,"residential",3
361373430,"residential",3
361373431,"residential",3
361373432,"residential",3
361376610,"residential",10
361376615,"residential",8
361506436,"residential",3
361506437,"residential",3
361506438,"residential",3
361506439,"residential",5
361506440,"residential",8
361506441,"residential",5
361506442,"residential",8
361506443,"residential",3
361506448,"residential",8
361506449,"residential",5
361506451,"residential",5
361506452,"residential",7
361506454,"residential",7
361506455,"residential",5
361506456,"residential",8
361506457,"residential",7
361506458,"residential",8
361506459,"residential",5
361506460,"residential",5
361506461,"residential",5
361506462,"residential",7
361506465,"residential",8
361506467,"residential",12
361506473,"residential",10
361506476,"residential",12
342671872,"residential",8
331179369,"residential",5
327411722,"residential",10
672831977,"residential",2
672831980,"residential",3
672831981,"residential",3
672831983,"residential",5
672831984,"residential",3
672831988,"residential",3
672831990,"residential",5
672831992,"residential",5
672831995,"residential",3
672832004,"residential",2
672832009,"residential",3
672832011,"residential",5
672832012,"residential",8
672832014,"residential",8
672832016,"residential",2
672832018,"residential",3
672832020,"residential",8
672832021,"residential",5
672832022,"residential",3
672832023,"residential",3
672832024,"residential",3
672832025,"residential",3
672832026,"residential",5
672832027,"residential",8
672832028,"residential",5
672832029,"residential",8
672832030,"residential",8
672832031,"residential",7
672832032,"residential",5
672832033,"residential",3
672832034,"residential",2
672832035,"residential",2
672832036,"residential",2
672832037,"residential",5
672832038,"residential",5
672832039,"residential",8
672832040,"residential",7
672832041,"residential",3
672832042,"residential",3
672832060,"residential",5
672832061,"residential",5
672832063,"residential",2
672832064,"residential",3
672832065,"residential",7
672832066,"residential",8
672832067,"residential",5
672832068,"residential",2
672832069,"residential",5
672832070,"residential",3
672832071,"residential",5
672832072,"residential",7
672832073,"residential",3
672832074,"residential",8
672832075,"residential",5
672832076,"residential",2
672832077,"residential",7
672832078,"residential",2
672832079,"residential",2
672832080,"residential",7
674365980,"residential",2
674365981,"residential",2
674365982,"residential",2
674365983,"residential",7
674365984,"residential",3
327411723,"residential",3
327412115,"residential",3
327412116,"residential",2
327412117,"residential",2
327412118,"residential",3
327412119,"residential",8
331179599,"residential",3
331179866,"residential",2
815933240,"residential",3
331179327,"residential",19
331179344,"residential",8
256675742,"residential",5
673036979,"residential",0
673044772,"residential",5
673044775,"residential",4
673044776,"residential",5
460707115,"residential",27
673036988,"residential",0
484662490,"residential",8
337746011,"residential",2
341376278,"residential",5
341378270,"residential",8
539210108,"residential",3
539210109,"residential",3
539210110,"residential",3
539210111,"residential",3
539210112,"residential",2
583915465,"residential",2
583917466,"residential",3
583917467,"residential",3
583917468,"residential",3
583917469,"residential",2
845945157,"residential",7
256675197,"residential",8
256675698,"residential",3
337528950,"residential",2
337745893,"residential",2
337745894,"residential",2
673036989,"residential",0
673044778,"residential",2
483520293,"residential",2
483523483,"residential",2
483523484,"residential",2
483523487,"residential",0
483523488,"residential",0
483523489,"residential",2
483523490,"residential",1
483523491,"residential",0
483523492,"residential",0
483523493,"residential",0
483523495,"residential",2
484662475,"residential",2
484662479,"residential",0
484662516,"residential",0
337745895,"residential",3
337745896,"residential",3
337745897,"residential",5
672824214,"residential",8
672824217,"residential",8
337746012,"residential",2
337746013,"residential",5
337746014,"residential",3
337746015,"residential",7
341378360,"residential",0
305940377,"residential",3
305940521,"residential",3
305940645,"residential",12
305940731,"residential",10
305940989,"residential",3
305940297,"residential",10
305940321,"residential",12
256675710,"residential",5
256675718,"residential",5
673036990,"residential",2
305941008,"residential",3
305941022,"residential",7
305941029,"residential",10
305941075,"residential",10
360977252,"residential",3
360977253,"residential",3
360977254,"residential",3
360977255,"residential",7
360977256,"residential",3
360977257,"residential",3
360977258,"residential",3
360977259,"residential",2
845945150,"residential",2
845945151,"residential",2
673048113,"residential",2
484662491,"residential",1
845945152,"residential",5
672824208,"residential",7
672824209,"residential",3
672824210,"residential",7
672824211,"residential",2
672824212,"residential",7
672824213,"residential",3
672824215,"residential",7
672824216,"residential",7
672824218,"residential",5
672824219,"residential",7
672824220,"residential",17
824525266,"residential",8
824525267,"residential",7
824525268,"residential",3
824525269,"residential",3
824525270,"residential",2
824525271,"residential",2
824525274,"residential",3
824525275,"residential",2
824525276,"residential",2
824525277,"residential",3
361506479,"residential",7
674369949,"residential",0
674369950,"residential",0
674369951,"residential",0
673048117,"residential",1
673048118,"residential",2
673048120,"residential",2
674369920,"residential",1
674369925,"residential",1
488493202,"residential",0
488493204,"residential",2
673036956,"residential",2
673036957,"residential",5
673036958,"residential",2
673036959,"residential",2
673036960,"residential",2
673036961,"residential",2
673036962,"residential",1
673036963,"residential",1
673036965,"residential",2
674369948,"residential",1
360999887,"residential",4
360999888,"residential",4
673036943,"residential",25
317906873,"residential",0
673036944,"residential",4
673036945,"residential",4
673036946,"residential",4
673036947,"residential",8
673036948,"residential",4
673036949,"residential",5
674369930,"residential",2
674369931,"residential",1
674369932,"residential",1
674369933,"residential",1
674369934,"residential",2
674369935,"residential",1
674369936,"residential",1
674369937,"residential",2
674369938,"residential",2
674369940,"residential",4
674375558,"residential",1
674375559,"residential",2
674375560,"residential",1
674375561,"residential",4
674375562,"residential",4
674375563,"residential",1
674375564,"residential",4
674375565,"residential",1
674375566,"residential",1
674375589,"residential",2
674375590,"residential",5
674375623,"residential",1
674375624,"residential",0
674375625,"residential",0
674375626,"residential",0
674376380,"residential",2
674376381,"residential",4
673050958,"residential",1
673050960,"residential",1
673050962,"residential",2
673050963,"residential",1
673050965,"residential",1
673050966,"residential",1
673050968,"residential",2
673050983,"residential",1
673050985,"residential",4
673050986,"residential",1
673050988,"residential",2
673050989,"residential",2
673050991,"residential",1
673050992,"residential",0
673050994,"residential",0
673050995,"residential",2
673050997,"residential",0
673050999,"residential",4
673051002,"residential",4
673051004,"residential",2
673051005,"residential",1
673051007,"residential",2
673051008,"residential",2
673051010,"residential",1
673051011,"residential",1
673051014,"residential",1
673051016,"residential",1
673051017,"residential",1
673051019,"residential",2
673051026,"residential",2
673051028,"residential",4
673051029,"residential",2
673051031,"residential",1
673051033,"residential",1
673051034,"residential",1
674371493,"residential",1
674371532,"residential",1
674371533,"residential",1
674371534,"residential",2
674371535,"residential",4
674371536,"residential",2
481072037,"residential",1
481072039,"residential",1
674375543,"residential",1
674375545,"residential",1
674375546,"residential",1
674375567,"residential",1
674375568,"residential",1
674375569,"residential",2
674375570,"residential",4
674375571,"residential",2
674375572,"residential",1
674375573,"residential",0
674375574,"residential",0
674375575,"residential",1
674375576,"residential",1
674375588,"residential",4
674375591,"residential",0
674375592,"residential",2
674375593,"residential",2
674375594,"residential",0
674375595,"residential",1
237914356,"residential",3
674375597,"residential",1
674375598,"residential",1
674375599,"residential",2
674375600,"residential",2
674375601,"residential",2
674375602,"residential",4
674375603,"residential",2
674375604,"residential",2
481072097,"residential",0
674369953,"residential",2
488493265,"residential",3
673036904,"residential",0
237914359,"residential",0
493547291,"residential",0
493547292,"residential",0
493547368,"residential",0
179610232,"residential",1
179610233,"residential",1
237914365,"residential",3
240657344,"residential",3
317906289,"residential",4
673036992,"residential",4
317906463,"residential",2
674369952,"residential",2
